JEB00015	18.699620508626406
JEB00017	0.0
JEB00022	12.339364399107966
JEB00023	17.816267504533567
JEB00024	19.343495596269637
JEB00025	31.622290236786945
JEB00028	33.691005207964714
JEB00029	22.588790003063227
JEB00030	15.606685205424316
JEB00031	23.000069433612204
JEB00032	19.529677620030057
JEB00035	19.51101964239815
JEB00036	11.877759646017571
JEB00037	28.709020154819616
JEB00040	20.59006466996017
JEB00041	34.65798388946858
JEB00042	11.018941174157833
JEB00045	102.08387696451628
JEB00046	24.420098084814924
JEB00052	0.0
JEB00065	558.4748748125313
JEB00090	47.09549044921137
JEB00113	63.668780716414965
JEB00117	42.13869349450107
JEB00122	18.942779324947068
JEB00125	25.882377170382945
JEB00126	106.60203811256217
JEB00128	20.157418844749113
JEB00133	23.48571085741771
JEB00140	28.925394237057915
JEB00144	29.198305552582298
JEB00153	113.8362931215482
JEB00169	0.0
JEB00173	30.06886667575297
JEB00174	5.600883314416026
JEB00229	0.0
JEB00254	27.996459770716434
JEB00274	41.04572252635508
